CAN_ID,Timestamp,bit1,bit2,bit3,bit4,bit5,bit6,bit7,bit8
1574,16777030,1,0,0,0,0,0,0,0
1894,16777030,0,0,0,0,0,0,0,0
1574,16777029,1,0,0,0,0,0,0,0
1894,16777029,0,0,0,0,0,0,0,0
1574,16777028,1,0,0,0,0,0,0,0
1894,16777027,0,0,0,0,0,0,0,0
1574,16777027,1,0,0,0,0,0,0,0
1894,16777026,0,0,0,0,0,0,0,0
1574,16777025,1,0,0,0,0,0,0,0
1894,16777025,0,0,0,0,0,0,0,0
1574,16777024,1,0,0,0,0,0,0,0
1894,16777024,0,0,0,0,0,0,0,0
1574,16777023,1,0,0,0,0,0,0,0
1894,16777023,0,0,0,0,0,0,0,0
1574,16777022,1,0,0,0,0,0,0,0
1894,16777022,0,0,0,0,0,0,0,0
1574,16777021,1,0,0,0,0,0,0,0
1894,16777020,0,0,0,0,0,0,0,0
1574,16777020,1,0,0,0,0,0,0,0
1894,16777019,0,0,0,0,0,0,0,0
1574,16777018,1,0,0,0,0,0,0,0
1894,16777018,0,0,0,0,0,0,0,0
1574,16777017,1,0,0,0,0,0,0,0
1894,16777017,0,0,0,0,0,0,0,0
1574,16777016,1,0,0,0,0,0,0,0
1894,16777016,0,0,0,0,0,0,0,0
1574,16777015,1,0,0,0,0,0,0,0
1894,16777015,0,0,0,0,0,0,0,0
1574,16777014,1,0,0,0,0,0,0,0
1894,16777013,0,0,0,0,0,0,0,0
1574,16777013,1,0,0,0,0,0,0,0
1894,16777012,0,0,0,0,0,0,0,0
1574,16777011,1,0,0,0,0,0,0,0
1894,16777011,0,0,0,0,0,0,0,0
1574,16777010,1,0,0,0,0,0,0,0
1894,16777010,0,0,0,0,0,0,0,0
1574,16777009,1,0,0,0,0,0,0,0
1894,16777009,0,0,0,0,0,0,0,0
1574,16777008,1,0,0,0,0,0,0,0
1894,16777008,0,0,0,0,0,0,0,0
1574,16777007,1,0,0,0,0,0,0,0
1894,16777006,0,0,0,0,0,0,0,0
1574,16777006,1,0,0,0,0,0,0,0
1894,16777005,0,0,0,0,0,0,0,0
1574,16777004,1,0,0,0,0,0,0,0
1894,16777004,0,0,0,0,0,0,0,0
1574,16777003,1,0,0,0,0,0,0,0
1894,16777003,0,0,0,0,0,0,0,0
1574,16777002,1,0,0,0,0,0,0,0
1894,16777002,0,0,0,0,0,0,0,0
1574,16777001,1,0,0,0,0,0,0,0
1894,16777001,0,0,0,0,0,0,0,0
1574,16777000,1,0,0,0,0,0,0,0
1894,16776999,0,0,0,0,0,0,0,0
1574,16776999,1,0,0,0,0,0,0,0
1894,16776998,0,0,0,0,0,0,0,0
1574,16776997,1,0,0,0,0,0,0,0
1894,16776997,0,0,0,0,0,0,0,0
1574,16776996,1,0,0,0,0,0,0,0
1894,16776996,0,0,0,0,0,0,0,0
1574,16776995,1,0,0,0,0,0,0,0
1894,16776995,0,0,0,0,0,0,0,0
1574,16776994,1,0,0,0,0,0,0,0
1894,16776994,0,0,0,0,0,0,0,0
1574,16776993,1,0,0,0,0,0,0,0
1894,16776992,0,0,0,0,0,0,0,0
1574,16776992,1,0,0,0,0,0,0,0
1894,16776991,0,0,0,0,0,0,0,0
1574,16776990,1,0,0,0,0,0,0,0
1894,16776990,0,0,0,0,0,0,0,0
1574,16776989,1,0,0,0,0,0,0,0
1894,16776989,0,0,0,0,0,0,0,0
1574,16776988,1,0,0,0,0,0,0,0
1894,16776988,0,0,0,0,0,0,0,0
1574,16776987,1,0,0,0,0,0,0,0
1894,16776987,0,0,0,0,0,0,0,0
1574,16776986,1,0,0,0,0,0,0,0
1894,16776985,0,0,0,0,0,0,0,0
1574,16776985,1,0,0,0,0,0,0,0
1894,16776984,0,0,0,0,0,0,0,0
392,16776983,FE,A0,40,0,0,0,0,0
904,16776983,F,20,F,82,0,1,AF,A5
1574,16776983,1,0,0,0,0,0,0,0
1894,16776983,0,0,0,0,0,0,0,0
1160,16776982,40,39,39,39,40,41,5,41
1574,16776982,1,0,0,0,0,0,0,0
1894,16776982,0,0,0,0,0,0,0,0
1574,16776981,1,0,0,0,0,0,0,0
1894,16776980,0,0,0,0,0,0,0,0
1574,16776979,1,0,0,0,0,0,0,0
1894,16776979,0,0,0,0,0,0,0,0
1574,16776978,1,0,0,0,0,0,0,0
1894,16776978,0,0,0,0,0,0,0,0
3,16776977,0,0,F,0,0,0,0,15
1574,16776977,1,0,0,0,0,0,0,0
1894,16776977,0,0,0,0,0,0,0,0
1574,16776976,1,0,0,0,0,0,0,0
1894,16776976,0,0,0,0,0,0,0,0
1574,16776975,1,0,0,0,0,0,0,0
1894,16776975,0,0,0,0,0,0,0,0
1574,16776974,1,0,0,0,0,0,0,0
1894,16776973,0,0,0,0,0,0,0,0
1574,16776972,1,0,0,0,0,0,0,0
1894,16776972,0,0,0,0,0,0,0,0
1574,16776971,1,0,0,0,0,0,0,0
1894,16776971,0,0,0,0,0,0,0,0
1574,16776970,1,0,0,0,0,0,0,0
1894,16776970,0,0,0,0,0,0,0,0
1574,16776969,1,0,0,0,0,0,0,0
1894,16776969,0,0,0,0,0,0,0,0
1574,16776968,1,0,0,0,0,0,0,0
1894,16776968,0,0,0,0,0,0,0,0
1574,16776967,1,0,0,0,0,0,0,0
1894,16776966,0,0,0,0,0,0,0,0
512,16776966,0,0,0,0,0,0,0,0
513,16776966,0,0,0,0,0,0,0,0
512,16776965,0,0,0,0,0,0,0,0
513,16776965,0,0,0,0,0,0,0,0
512,16776965,0,0,0,0,0,0,0,0
1574,16776965,1,0,0,0,0,0,0,0
1894,16776964,0,0,0,0,0,0,0,0
1574,16776964,1,0,0,0,0,0,0,0
1894,16776964,0,0,0,0,0,0,0,0
1574,16776963,1,0,0,0,0,0,0,0
1894,16776963,0,0,0,0,0,0,0,0
1574,16776962,1,0,0,0,0,0,0,0
1894,16776961,0,0,0,0,0,0,0,0
1574,16776960,1,0,0,0,0,0,0,0
1894,16776960,0,0,0,0,0,0,0,0
1574,16776959,1,0,0,0,0,0,0,0
1894,16776959,0,0,0,0,0,0,0,0
1574,16776958,1,0,0,0,0,0,0,0
1894,16776958,0,0,0,0,0,0,0,0
1574,16776957,1,0,0,0,0,0,0,0
1894,16776957,0,0,0,0,0,0,0,0
1574,16768215,1,0,0,0,0,0,0,0
1894,16768215,0,0,0,0,0,0,0,0
1574,16768214,1,0,0,0,0,0,0,0
1894,16768214,0,0,0,0,0,0,0,0
1574,16768213,1,0,0,0,0,0,0,0
1894,16768213,0,0,0,0,0,0,0,0
1574,16768212,1,0,0,0,0,0,0,0
1894,16768212,0,0,0,0,0,0,0,0
1638,16768212,FF,0,0,0,0,0,0,0
1574,16768211,1,0,0,0,0,0,0,0
1894,16768211,0,0,0,0,0,0,0,0
1574,16768210,1,0,0,0,0,0,0,0
1894,16768210,0,0,0,0,0,0,0,0
1574,16768209,1,0,0,0,0,0,0,0
1894,16768208,0,0,0,0,0,0,0,0
1638,16768208,FF,0,0,0,0,0,0,0
1574,16768207,1,0,0,0,0,0,0,0
1894,16768207,0,0,0,0,0,0,0,0
1574,16768206,1,0,0,0,0,0,0,0
1894,16768206,0,0,0,0,0,0,0,0
1574,16768205,1,0,0,0,0,0,0,0
1894,16768205,0,0,0,0,0,0,0,0
1574,16768204,1,0,0,0,0,0,0,0
1638,16768204,FF,0,0,0,0,0,0,0
1894,16768203,0,0,0,0,0,0,0,0
1574,16768203,1,0,0,0,0,0,0,0
1894,16768202,0,0,0,0,0,0,0,0
1574,16768201,1,0,0,0,0,0,0,0
1894,16768201,0,0,0,0,0,0,0,0
1574,16768200,1,0,0,0,0,0,0,0
1894,16768200,0,0,0,0,0,0,0,0
1638,16768199,FF,0,0,0,0,0,0,0
1574,16768199,1,0,0,0,0,0,0,0
1894,16768199,0,0,0,0,0,0,0,0
1574,16768198,1,0,0,0,0,0,0,0
1894,16768198,0,0,0,0,0,0,0,0
1574,16768197,1,0,0,0,0,0,0,0
1894,16768196,0,0,0,0,0,0,0,0
1638,16768195,FF,0,0,0,0,0,0,0
1574,16768195,1,0,0,0,0,0,0,0
1894,16768195,0,0,0,0,0,0,0,0
1574,16768194,1,0,0,0,0,0,0,0
1894,16768194,0,0,0,0,0,0,0,0
1574,16768193,1,0,0,0,0,0,0,0
1894,16768193,0,0,0,0,0,0,0,0
1574,16768192,1,0,0,0,0,0,0,0
1894,16768192,0,0,0,0,0,0,0,0
1638,16768191,FF,0,0,0,0,0,0,0
1574,16768191,1,0,0,0,0,0,0,0
1894,16768191,0,0,0,0,0,0,0,0
1574,16768190,1,0,0,0,0,0,0,0
1894,16768189,0,0,0,0,0,0,0,0
1574,16768188,1,0,0,0,0,0,0,0
1894,16768188,0,0,0,0,0,0,0,0
1638,16768187,FF,0,0,0,0,0,0,0
1574,16768187,1,0,0,0,0,0,0,0
1894,16768187,0,0,0,0,0,0,0,0
1574,16768186,1,0,0,0,0,0,0,0
1894,16768186,0,0,0,0,0,0,0,0
1574,16768185,1,0,0,0,0,0,0,0
1894,16768185,0,0,0,0,0,0,0,0
1574,16768184,1,0,0,0,0,0,0,0
1894,16768183,0,0,0,0,0,0,0,0
1126,16768183,0,0,0,0,0,0,0,0
1638,16768183,FF,0,0,0,0,0,0,0
1382,16768183,0,4D,0,0,2,A8,0,0
1574,16768182,1,0,0,0,0,0,0,0
1894,16768182,0,0,0,0,0,0,0,0
1574,16768181,1,0,0,0,0,0,0,0
1894,16768181,0,0,0,0,0,0,0,0
1574,16768180,1,0,0,0,0,0,0,0
1894,16768180,0,0,0,0,0,0,0,0
1638,16768179,FF,0,0,0,0,0,0,0
1574,16768179,1,0,0,0,0,0,0,0
1894,16768179,0,0,0,0,0,0,0,0
1574,16768178,1,0,0,0,0,0,0,0
1894,16768177,0,0,0,0,0,0,0,0
1574,16768177,1,0,0,0,0,0,0,0
1894,16768176,0,0,0,0,0,0,0,0
1638,16768175,FF,0,0,0,0,0,0,0
1574,16768175,1,0,0,0,0,0,0,0
1894,16768175,0,0,0,0,0,0,0,0
1574,16768174,1,0,0,0,0,0,0,0
1894,16768174,0,0,0,0,0,0,0,0
392,16768173,FE,99,40,0,0,0,0,0
904,16768173,F,20,F,82,0,1,AF,A6
1574,16768173,1,0,0,0,0,0,0,0
1894,16768172,0,0,0,0,0,0,0,0
1574,16768172,1,0,0,0,0,0,0,0
1160,16768172,40,39,39,39,40,41,5,41
1638,16768171,FF,0,0,0,0,0,0,0
1894,16768171,0,0,0,0,0,0,0,0
1574,16768171,1,0,0,0,0,0,0,0
1894,16768170,0,0,0,0,0,0,0,0
1574,16768169,1,0,0,0,0,0,0,0
1894,16768169,0,0,0,0,0,0,0,0
1574,16768168,1,0,0,0,0,0,0,0
1894,16768168,0,0,0,0,0,0,0,0
1638,16768167,FF,0,0,0,0,0,0,0
1574,16768167,1,0,0,0,0,0,0,0
1894,16768167,0,0,0,0,0,0,0,0
3,16768166,0,0,C,0,0,0,0,12
1574,16768166,1,0,0,0,0,0,0,0
1894,16768166,0,0,0,0,0,0,0,0
512,16768165,0,1,E3,0,7,7,0,0
513,16768165,0,0,0,0,0,0,1,8F
512,16768165,0,1,E3,0,7,7,0,0
513,16768164,0,0,0,0,0,0,1,8F
512,16768164,0,1,E3,0,7,7,0,0
513,16768164,0,0,0,0,0,0,1,8F
1574,16768164,1,0,0,0,0,0,0,0
1894,16768164,0,0,0,0,0,0,0,0
1638,16768163,FF,0,0,0,0,0,0,0
1574,16768163,1,4D,0,0,2,A8,0,0
1894,16768163,0,0,0,0,0,0,0,0
1574,16768162,1,0,0,0,0,0,0,0
1894,16768162,0,0,0,0,0,0,0,0
1574,16768161,1,0,0,0,0,0,0,0
1894,16768161,0,0,0,0,0,0,0,0
1574,16768160,1,0,0,0,0,0,1,90
1894,16768159,0,0,0,0,0,0,0,0
1638,16768159,FF,0,0,0,0,0,0,0
1574,16768159,1,1,E3,0,7,7,0,0
1894,16768158,0,0,0,0,0,0,0,0
1574,16768157,1,0,0,0,0,0,0,0
1894,16768157,0,0,0,0,0,0,0,0
1574,16768156,1,0,0,0,0,0,0,0
1894,16768156,0,0,0,0,0,0,0,0
1638,16768155,FF,0,0,0,0,0,0,0
1574,16768155,1,0,0,0,0,0,0,0
1894,16768155,0,0,0,0,0,0,0,0
1574,16768154,1,0,0,0,0,0,0,0
1894,16768154,0,0,0,0,0,0,0,0
1574,16768153,1,0,0,0,0,0,0,0
1894,16768152,0,0,0,0,0,0,0,0
1574,16768151,1,0,0,0,0,0,0,0
1894,16768151,0,0,0,0,0,0,0,0
1638,16768151,FF,0,0,0,0,0,0,0
1574,16768150,1,0,0,0,0,0,0,0
1894,16768150,0,0,0,0,0,0,0,0
1574,16768149,1,0,0,0,0,0,0,0
1894,16768149,0,0,0,0,0,0,0,0
1574,16768148,1,0,0,0,0,0,0,0
1894,16768148,0,0,0,0,0,0,0,0
1638,16768147,FF,0,0,0,0,0,0,0
1574,16768147,1,0,0,0,0,0,0,0
1894,16768146,0,0,0,0,0,0,0,0
1574,16768146,1,0,0,0,0,0,0,0
1894,16768145,0,0,0,0,0,0,0,0
1574,16768144,1,0,0,0,0,0,0,0
1894,16768144,0,0,0,0,0,0,0,0
1638,16768143,FF,0,0,0,0,0,0,0
1574,16768143,1,0,0,0,0,0,0,0
1894,16768143,0,0,0,0,0,0,0,0
1574,16768142,1,0,0,0,0,0,0,0
1894,16768142,0,0,0,0,0,0,0,0
1574,16768141,1,0,0,0,0,0,0,0
1894,16768141,0,0,0,0,0,0,0,0
1574,16768140,1,0,0,0,0,0,0,0
1894,16768139,0,0,0,0,0,0,0,0
1638,16768139,FF,0,0,0,0,0,0,0
1574,16768139,1,0,0,0,0,0,0,0
1894,16768138,0,0,0,0,0,0,0,0
1574,16768137,1,0,0,0,0,0,0,0
1894,16768137,0,0,0,0,0,0,0,0
1574,16768136,1,0,0,0,0,0,0,0
1894,16768136,0,0,0,0,0,0,0,0
1638,16768135,FF,0,0,0,0,0,0,0
1574,16768135,1,0,0,0,0,0,0,0
1894,16768135,0,0,0,0,0,0,0,0
1574,16768134,1,0,0,0,0,0,0,0
1894,16768133,0,0,0,0,0,0,0,0
1574,16768132,1,0,0,0,0,0,0,0
1894,16768132,0,0,0,0,0,0,0,0
1574,16768131,1,0,0,0,0,0,0,0
1638,16768131,FF,0,0,0,0,0,0,0
1894,16768131,0,0,0,0,0,0,0,0
1574,16768130,1,0,0,0,0,0,0,0
1894,16768130,0,0,0,0,0,0,0,0
1574,16768129,1,0,0,0,0,0,0,0
1894,16768129,0,0,0,0,0,0,0,0
1574,16768128,1,0,0,0,0,0,0,0
1894,16768128,0,0,0,0,0,0,0,0
1638,16768127,FF,0,0,0,0,0,0,0
1574,16768127,1,0,0,0,0,0,0,0
1894,16768126,0,0,0,0,0,0,0,0
1574,16768125,1,0,0,0,0,0,0,0
1894,16768125,0,0,0,0,0,0,0,0
1574,16768124,1,0,0,0,0,0,0,0
1894,16768124,0,0,0,0,0,0,0,0
1638,16768123,FF,0,0,0,0,0,0,0
1574,16768123,1,0,0,0,0,0,0,0
1894,16768123,0,0,0,0,0,0,0,0
1574,16768122,1,0,0,0,0,0,0,0
1894,16768121,0,0,0,0,0,0,0,0
1574,16768120,1,0,0,0,0,0,0,0
1894,16768120,0,0,0,0,0,0,0,0
1574,16768119,1,0,0,0,0,0,0,0
1830,16768119,5,0,0,0,0,0,0,0
1638,16768119,FF,0,0,0,0,0,0,0
1894,16768119,0,0,0,0,0,0,0,0
1574,16768118,1,0,0,0,0,0,0,0
1894,16768118,0,0,0,0,0,0,0,0
1574,16768117,1,0,0,0,0,0,0,0
1894,16768117,0,0,0,0,0,0,0,0
1574,16768116,1,0,0,0,0,0,0,0
1894,16768116,0,0,0,0,0,0,0,0
1638,16768115,FF,0,0,0,0,0,0,0
1574,16768115,1,0,0,0,0,0,0,0
1894,16768114,0,0,0,0,0,0,0,0
1574,16768113,1,0,0,0,0,0,0,0
1894,16768113,0,0,0,0,0,0,0,0
1574,16768112,1,0,0,0,0,0,0,0
1894,16768112,0,0,0,0,0,0,0,0
1574,16768111,1,0,0,0,0,0,0,0
1638,16768111,FF,0,0,0,0,0,0,0
1894,16768111,0,0,0,0,0,0,0,0
1574,16768110,1,0,0,0,0,0,0,0
1894,16768110,0,0,0,0,0,0,0,0
1574,16768109,1,0,0,0,0,0,0,0
1894,16768108,0,0,0,0,0,0,0,0
1574,16768108,1,0,0,0,0,0,0,0
1894,16768107,0,0,0,0,0,0,0,0
1638,16768107,FF,0,0,0,0,0,0,0
1574,16768106,1,0,0,0,0,0,0,0
1894,16768106,0,0,0,0,0,0,0,0
1574,16768105,1,0,0,0,0,0,0,0
1894,16768105,0,0,0,0,0,0,0,0
1574,16768104,1,0,0,0,0,0,0,0
1894,16768104,0,0,0,0,0,0,0,0
1638,16768103,FF,0,0,0,0,0,0,0
1574,16768103,1,0,0,0,0,0,0,0
1894,16768102,0,0,0,0,0,0,0,0
1574,16768101,1,0,0,0,0,0,0,0
1894,16768101,0,0,0,0,0,0,0,0
1574,16768100,1,0,0,0,0,0,0,0
1894,16768100,0,0,0,0,0,0,0,0
1574,16768099,1,0,0,0,0,0,0,0
1638,16768099,FF,0,0,0,0,0,0,0
1894,16768099,0,0,0,0,0,0,0,0
1574,16768098,1,0,0,0,0,0,0,0
1894,16768098,0,0,0,0,0,0,0,0
1574,16768097,1,0,0,0,0,0,0,0
1894,16768097,0,0,0,0,0,0,0,0
1574,16768096,1,0,0,0,0,0,0,0
1894,16768095,0,0,0,0,0,0,0,0
1638,16768095,FF,0,0,0,0,0,0,0
1574,16768094,1,0,0,0,0,0,0,0
1894,16768094,0,0,0,0,0,0,0,0
1574,16768093,1,0,0,0,0,0,0,0
1894,16768093,0,0,0,0,0,0,0,0
1574,16768092,1,0,0,0,0,0,0,0
1894,16768092,0,0,0,0,0,0,0,0
1638,16768091,FF,0,0,0,0,0,0,0
1574,16768091,1,0,0,0,0,0,0,0
1894,16768090,0,0,0,0,0,0,0,0
1574,16768089,1,0,0,0,0,0,0,0
1894,16768089,0,0,0,0,0,0,0,0
1574,16768088,1,0,0,0,0,0,0,0
1894,16768088,0,0,0,0,0,0,0,0
1574,16768087,1,0,0,0,0,0,0,0
1894,16768087,0,0,0,0,0,0,0,0
1638,16768087,FF,0,0,0,0,0,0,0
1574,16768086,1,0,0,0,0,0,0,0
1894,16768086,0,0,0,0,0,0,0,0
1574,16768085,1,0,0,0,0,0,0,0
1894,16768085,0,0,0,0,0,0,0,0
1574,16768084,1,0,0,0,0,0,0,0
1894,16768083,0,0,0,0,0,0,0,0
1638,16768083,FF,0,0,0,0,0,0,0
1574,16768082,1,0,0,0,0,0,0,0
1894,16768082,0,0,0,0,0,0,0,0
1574,16768081,1,0,0,0,0,0,0,0
1894,16768081,0,0,0,0,0,0,0,0
1574,16768080,1,0,0,0,0,0,0,0
1894,16768080,0,0,0,0,0,0,0,0
1638,16768079,FF,0,0,0,0,0,0,0
1574,16768079,1,0,0,0,0,0,0,0
1894,16768078,0,0,0,0,0,0,0,0
1574,16768078,1,0,0,0,0,0,0,0
1894,16768077,0,0,0,0,0,0,0,0
1574,16768077,1,0,0,0,0,0,0,0
1894,16768076,0,0,0,0,0,0,0,0
1574,16768075,1,0,0,0,0,0,0,0
1894,16768075,0,0,0,0,0,0,0,0
1638,16768075,FF,0,0,0,0,0,0,0
1574,16768074,1,0,0,0,0,0,0,0
1894,16768074,0,0,0,0,0,0,0,0
1574,16768073,1,0,0,0,0,0,0,0
1894,16768073,0,0,0,0,0,0,0,0
1574,16768072,1,0,0,0,0,0,0,0
1894,16768072,0,0,0,0,0,0,0,0
1638,16768071,FF,0,0,0,0,0,0,0
1574,16768070,1,0,0,0,0,0,0,0
1894,16768070,0,0,0,0,0,0,0,0
1574,16768069,1,0,0,0,0,0,0,0
1894,16768069,0,0,0,0,0,0,0,0
1574,16768068,1,0,0,0,0,0,0,0
1894,16768068,0,0,0,0,0,0,0,0
1574,16768067,1,0,0,0,0,0,0,0
1638,16768067,FF,0,0,0,0,0,0,0
1894,16768066,0,0,0,0,0,0,0,0
1574,16768066,1,0,0,0,0,0,0,0
1894,16768065,0,0,0,0,0,0,0,0
512,16768065,0,1,E3,0,7,7,0,0
513,16768065,0,0,0,0,0,0,1,8F
512,16768065,0,1,E3,0,7,7,0,0
513,16768064,0,0,0,0,0,0,1,8F
512,16768064,0,1,E3,0,7,7,0,0
513,16768064,0,0,0,0,0,0,1,8F
1574,16768064,1,0,0,0,0,0,0,0
1894,16768063,0,0,0,0,0,0,0,0
1574,16768063,1,0,0,0,0,0,0,0
1894,16768063,0,0,0,0,0,0,0,0
1126,16768063,0,0,0,0,0,0,0,0
1638,16768062,FF,0,0,0,0,0,0,0
1382,16768062,0,4D,0,0,2,A8,0,0
1574,16768062,1,1,E3,0,7,7,0,0
1894,16768062,0,0,0,0,0,0,0,0
1574,16768061,1,1,E3,0,7,7,0,0
1894,16768060,0,0,0,0,0,0,0,0
1574,16768059,1,1,E3,0,7,7,0,0
1894,16768059,0,0,0,0,0,0,0,0
1638,16768059,FF,0,0,0,0,0,0,0
1574,16768058,1,0,0,0,0,0,0,0
1894,16768058,0,0,0,0,0,0,0,0
1574,16768057,1,0,0,0,0,0,0,0
1894,16768057,0,0,0,0,0,0,0,0
1574,16768056,1,0,0,0,0,0,0,0
1894,16768056,0,0,0,0,0,0,0,0
1638,16768055,FF,0,0,0,0,0,0,0
1574,16768055,1,0,0,0,0,0,0,0
1894,16768054,0,0,0,0,0,0,0,0
1574,16768054,1,0,0,0,0,0,0,0
1894,16768053,0,0,0,0,0,0,0,0
1574,16768052,1,0,0,0,0,0,0,0
1894,16768052,0,0,0,0,0,0,0,0
1574,16768051,1,1,F2,0,7,7,0,0
1894,16768051,0,0,0,0,0,0,0,0
1638,16768051,FF,0,0,0,0,0,0,0
1574,16768050,1,0,0,0,0,0,0,0
1894,16768050,0,0,0,0,0,0,0,0
1574,16768049,1,0,0,0,0,0,0,0
1894,16768049,0,0,0,0,0,0,0,0
1574,16768048,1,0,0,0,0,0,0,0
1894,16768047,0,0,0,0,0,0,0,0
1638,16768047,FF,0,0,0,0,0,0,0
1574,16768046,1,0,0,0,0,0,0,0
1894,16768046,0,0,0,0,0,0,0,0
1574,16768045,1,0,0,0,0,0,0,0
1894,16768045,0,0,0,0,0,0,0,0
1574,16768044,1,0,0,0,0,0,0,0
1894,16768044,0,0,0,0,0,0,0,0
1574,16768043,1,0,0,0,0,0,0,0
1638,16768043,FF,0,0,0,0,0,0,0
1894,16768042,0,0,0,0,0,0,0,0
1574,16768042,1,0,0,0,0,0,0,0
1894,16768041,0,0,0,0,0,0,0,0
1574,16768041,1,0,0,0,0,0,0,0
1894,16768040,0,0,0,0,0,0,0,0
1574,16768039,1,0,0,0,0,0,0,0
1894,16768039,0,0,0,0,0,0,0,0
1638,16768039,FF,0,0,0,0,0,0,0
1574,16768038,1,0,0,0,0,0,0,0
1894,16768038,0,0,0,0,0,0,0,0
1574,16768037,1,0,0,0,0,0,0,0
1894,16768037,0,0,0,0,0,0,0,0
1574,16768036,1,0,0,0,0,0,0,0
1894,16768036,0,0,0,0,0,0,0,0
1638,16768035,FF,0,0,0,0,0,0,0
1574,16768034,1,0,0,0,0,0,0,0
1894,16768034,0,0,0,0,0,0,0,0
1574,16768033,1,0,0,0,0,0,0,0
1894,16768033,0,0,0,0,0,0,0,0
1574,16768032,1,0,0,0,0,0,0,0
1894,16768032,0,0,0,0,0,0,0,0
1574,16768031,1,0,0,0,0,0,0,0
1894,16768031,0,0,0,0,0,0,0,0
1638,16768031,FF,0,0,0,0,0,0,0
1574,16768030,1,0,0,0,0,0,0,0
1894,16768030,0,0,0,0,0,0,0,0
1574,16768029,1,0,0,0,0,0,0,0
1894,16768029,0,0,0,0,0,0,0,0
1574,16768028,1,0,0,0,0,0,0,0
1894,16768027,0,0,0,0,0,0,0,0
1638,16768027,FF,0,0,0,0,0,0,0
1574,16768026,1,0,0,0,0,0,0,0
1894,16768026,0,0,0,0,0,0,0,0
1574,16768025,1,0,0,0,0,0,0,0
1894,16768025,0,0,0,0,0,0,0,0
1574,16768024,1,0,0,0,0,0,0,0
1894,16768024,0,0,0,0,0,0,0,0
1574,16768023,1,0,0,0,0,0,0,0
1894,16768022,0,0,0,0,0,0,0,0
1638,16768022,FF,0,0,0,0,0,0,0
1574,16768022,1,0,0,0,0,0,0,0
1894,16768021,0,0,0,0,0,0,0,0
1574,16768020,1,0,0,0,0,0,0,0
1894,16768020,0,0,0,0,0,0,0,0
1574,16768019,1,0,0,0,0,0,0,0
1894,16768019,0,0,0,0,0,0,0,0
1830,16768019,5,0,0,0,0,0,0,0
1638,16768018,FF,0,0,0,0,0,0,0
1574,16768018,1,0,0,0,0,0,0,0
1894,16768018,0,0,0,0,0,0,0,0
1574,16768017,1,0,0,0,0,0,0,0
1894,16768017,0,0,0,0,0,0,0,0
1574,16768016,1,0,0,0,0,0,0,0
1894,16768015,0,0,0,0,0,0,0,0
1638,16768014,FF,0,0,0,0,0,0,0
1574,16768014,1,0,0,0,0,0,0,0
1894,16768014,0,0,0,0,0,0,0,0
1574,16768013,1,0,0,0,0,0,0,0
1894,16768013,0,0,0,0,0,0,0,0
1574,16768012,1,0,0,0,0,0,0,0
1894,16768012,0,0,0,0,0,0,0,0
1574,16768011,1,0,0,0,0,0,0,0
1894,16768011,0,0,0,0,0,0,0,0
1638,16768010,FF,0,0,0,0,0,0,0
1574,16768010,1,0,0,0,0,0,0,0
