CAN_ID,Timestamp,bit1,bit2,bit3,bit4,bit5,bit6,bit7,bit8
1574,16777038,1,0,0,0,0,0,0,0
1894,16777038,0,0,0,0,0,0,0,0
1574,16777037,1,0,0,0,0,0,0,0
1894,16777037,0,0,0,0,0,0,0,0
1574,16777036,1,0,0,0,0,0,0,0
1894,16777035,0,0,0,0,0,0,0,0
1574,16777035,1,0,0,0,0,0,0,0
1894,16777034,0,0,0,0,0,0,0,0
1574,16777033,1,0,0,0,0,0,0,0
1894,16777033,0,0,0,0,0,0,0,0
1574,16777032,1,0,0,0,0,0,0,0
1894,16777032,0,0,0,0,0,0,0,0
1574,16777031,1,0,0,0,0,0,0,0
1894,16777031,0,0,0,0,0,0,0,0
1574,16777030,1,0,0,0,0,0,0,0
1894,16777030,0,0,0,0,0,0,0,0
1574,16777029,1,0,0,0,0,0,0,0
1894,16777028,0,0,0,0,0,0,0,0
1574,16777028,1,0,0,0,0,0,0,0
1894,16777027,0,0,0,0,0,0,0,0
1574,16777026,1,0,0,0,0,0,0,0
1894,16777026,0,0,0,0,0,0,0,0
1574,16777025,1,0,0,0,0,0,0,0
1894,16777025,0,0,0,0,0,0,0,0
1574,16777024,1,0,0,0,0,0,0,0
1894,16777024,0,0,0,0,0,0,0,0
1574,16777023,1,0,0,0,0,0,0,0
1894,16777023,0,0,0,0,0,0,0,0
1574,16777022,1,0,0,0,0,0,0,0
1894,16777021,0,0,0,0,0,0,0,0
1574,16777021,1,0,0,0,0,0,0,0
1894,16777020,0,0,0,0,0,0,0,0
1574,16777019,1,0,0,0,0,0,0,0
1894,16777019,0,0,0,0,0,0,0,0
1574,16777018,1,0,0,0,0,0,0,0
1894,16777018,0,0,0,0,0,0,0,0
1574,16777017,1,0,0,0,0,0,0,0
1894,16777017,0,0,0,0,0,0,0,0
1574,16777016,1,0,0,0,0,0,0,0
1894,16777016,0,0,0,0,0,0,0,0
1574,16777015,1,0,0,0,0,0,0,0
1894,16777014,0,0,0,0,0,0,0,0
1574,16777014,1,0,0,0,0,0,0,0
1894,16777013,0,0,0,0,0,0,0,0
1574,16777012,1,0,0,0,0,0,0,0
1894,16777012,0,0,0,0,0,0,0,0
1574,16777011,1,0,0,0,0,0,0,0
1894,16777011,0,0,0,0,0,0,0,0
1574,16777010,1,0,0,0,0,0,0,0
1894,16777010,0,0,0,0,0,0,0,0
1574,16777009,1,0,0,0,0,0,0,0
1894,16777009,0,0,0,0,0,0,0,0
1574,16777008,1,0,0,0,0,0,0,0
1894,16777007,0,0,0,0,0,0,0,0
1574,16777007,1,0,0,0,0,0,0,0
1894,16777006,0,0,0,0,0,0,0,0
1574,16777005,1,0,0,0,0,0,0,0
1894,16777005,0,0,0,0,0,0,0,0
1574,16777004,1,0,0,0,0,0,0,0
1894,16777004,0,0,0,0,0,0,0,0
1574,16777003,1,0,0,0,0,0,0,0
1894,16777003,0,0,0,0,0,0,0,0
1574,16777002,1,0,0,0,0,0,0,0
1894,16777002,0,0,0,0,0,0,0,0
1574,16777001,1,0,0,0,0,0,0,0
1894,16777000,0,0,0,0,0,0,0,0
1574,16777000,1,0,0,0,0,0,0,0
1894,16776999,0,0,0,0,0,0,0,0
1574,16776998,1,0,0,0,0,0,0,0
1894,16776998,0,0,0,0,0,0,0,0
1574,16776997,1,0,0,0,0,0,0,0
1894,16776997,0,0,0,0,0,0,0,0
1574,16776996,1,0,0,0,0,0,0,0
1894,16776996,0,0,0,0,0,0,0,0
1574,16776995,1,0,0,0,0,0,0,0
1894,16776995,0,0,0,0,0,0,0,0
1574,16776994,1,0,0,0,0,0,0,0
1894,16776993,0,0,0,0,0,0,0,0
1574,16776993,1,0,0,0,0,0,0,0
1894,16776992,0,0,0,0,0,0,0,0
1574,16776991,1,0,0,0,0,0,0,0
1894,16776991,0,0,0,0,0,0,0,0
1574,16776990,1,0,0,0,0,0,0,0
1894,16776990,0,0,0,0,0,0,0,0
1574,16776989,1,0,0,0,0,0,0,0
1894,16776989,0,0,0,0,0,0,0,0
1574,16776988,1,0,0,0,0,0,0,0
1894,16776988,0,0,0,0,0,0,0,0
1574,16776987,1,0,0,0,0,0,0,0
1894,16776986,0,0,0,0,0,0,0,0
1574,16776986,1,0,0,0,0,0,0,0
1894,16776985,0,0,0,0,0,0,0,0
1574,16776984,1,0,0,0,0,0,0,0
1894,16776984,0,0,0,0,0,0,0,0
392,16776983,FE,A0,0,0,0,0,0,0
904,16776983,E,C1,F,24,0,1,A5,B8
1574,16776983,1,0,0,0,0,0,0,0
1894,16776983,0,0,0,0,0,0,0,0
1160,16776982,42,42,42,42,43,44,5,44
1574,16776982,1,0,0,0,0,0,0,0
1894,16776982,0,0,0,0,0,0,0,0
1574,16776981,1,0,0,0,0,0,0,0
1894,16776980,0,0,0,0,0,0,0,0
1574,16776979,1,0,0,0,0,0,0,0
1894,16776979,0,0,0,0,0,0,0,0
1574,16776978,1,0,0,0,0,0,0,0
1894,16776978,0,0,0,0,0,0,0,0
3,16776977,0,0,11,0,0,0,0,17
1574,16776977,1,0,0,0,0,0,0,0
1894,16776977,0,0,0,0,0,0,0,0
1574,16776976,1,0,0,0,0,0,0,0
1894,16776976,0,0,0,0,0,0,0,0
1574,16776975,1,0,0,0,0,0,0,0
1894,16776975,0,0,0,0,0,0,0,0
1574,16776974,1,0,0,0,0,0,0,0
512,16776973,0,0,0,0,0,0,0,0
513,16776973,0,0,0,0,0,0,0,0
512,16776973,0,0,0,0,0,0,0,0
513,16776973,0,0,0,0,0,0,0,0
512,16776972,0,0,0,0,0,0,0,0
1894,16776972,0,0,0,0,0,0,0,0
1574,16776972,1,0,0,0,0,0,0,0
1894,16776972,0,0,0,0,0,0,0,0
1574,16776971,1,0,0,0,0,0,0,0
1894,16776970,0,0,0,0,0,0,0,0
1574,16776969,1,0,0,0,0,0,0,0
1894,16776969,0,0,0,0,0,0,0,0
1574,16776968,1,0,0,0,0,0,0,0
1894,16776968,0,0,0,0,0,0,0,0
1574,16776967,1,0,0,0,0,0,0,0
1894,16776967,0,0,0,0,0,0,0,0
1574,16776966,1,0,0,0,0,0,0,0
1894,16776966,0,0,0,0,0,0,0,0
1574,16776965,1,0,0,0,0,0,0,0
1894,16776965,0,0,0,0,0,0,0,0
1574,16776964,1,0,0,0,0,0,0,0
1894,16776963,0,0,0,0,0,0,0,0
1574,16776962,1,0,0,0,0,0,0,0
1894,16776962,0,0,0,0,0,0,0,0
1574,16776961,1,0,0,0,0,0,0,0
1894,16776961,0,0,0,0,0,0,0,0
1574,16776960,1,0,0,0,0,0,0,0
1894,16776960,0,0,0,0,0,0,0,0
1574,16776959,1,0,0,0,0,0,0,0
1894,16776959,0,0,0,0,0,0,0,0
1574,16776958,1,0,0,0,0,0,0,0
1894,16776958,0,0,0,0,0,0,0,0
1574,16776957,1,0,0,0,0,0,0,0
1894,16776956,0,0,0,0,0,0,0,0
1574,16776955,1,0,0,0,0,0,0,0
1894,16776955,0,0,0,0,0,0,0,0
1574,16776954,1,0,0,0,0,0,0,0
1894,16776954,0,0,0,0,0,0,0,0
1574,16776953,1,0,0,0,0,0,0,0
1894,16776953,0,0,0,0,0,0,0,0
1574,16776952,1,0,0,0,0,0,0,0
1894,16776952,0,0,0,0,0,0,0,0
1574,16776951,1,0,0,0,0,0,0,0
1894,16776951,0,0,0,0,0,0,0,0
1574,16776950,1,0,0,0,0,0,0,0
1894,16776949,0,0,0,0,0,0,0,0
1574,16776948,1,0,0,0,0,0,0,0
1894,16776948,0,0,0,0,0,0,0,0
1574,16776947,1,0,0,0,0,0,0,0
1894,16776947,0,0,0,0,0,0,0,0
1574,16776946,1,0,0,0,0,0,0,0
1894,16776946,0,0,0,0,0,0,0,0
1574,16776945,1,0,0,0,0,0,0,0
1894,16776945,0,0,0,0,0,0,0,0
1574,16776944,1,0,0,0,0,0,0,0
1894,16776944,0,0,0,0,0,0,0,0
1574,16776943,1,0,0,0,0,0,0,0
1894,16776942,0,0,0,0,0,0,0,0
1574,16776941,1,0,0,0,0,0,0,0
1894,16776941,0,0,0,0,0,0,0,0
1574,16776940,1,0,0,0,0,0,0,0
1894,16776940,0,0,0,0,0,0,0,0
1574,16776939,1,0,0,0,0,0,0,0
1894,16776939,0,0,0,0,0,0,0,0
1574,16776938,1,0,0,0,0,0,0,0
1894,16776938,0,0,0,0,0,0,0,0
1574,16776937,1,0,0,0,0,0,0,0
1894,16776937,0,0,0,0,0,0,0,0
1574,16776936,1,0,0,0,0,0,0,0
1894,16776935,0,0,0,0,0,0,0,0
1574,16776934,1,0,0,0,0,0,0,0
1894,16776934,0,0,0,0,0,0,0,0
1574,16776933,1,0,0,0,0,0,0,0
1894,16776933,0,0,0,0,0,0,0,0
1574,16776932,1,0,0,0,0,0,0,0
1894,16776932,0,0,0,0,0,0,0,0
1574,16776931,1,0,0,0,0,0,0,0
1894,16776931,0,0,0,0,0,0,0,0
1574,16776930,1,0,0,0,0,0,0,0
1894,16776930,0,0,0,0,0,0,0,0
1574,16776929,1,0,0,0,0,0,0,0
1894,16776928,0,0,0,0,0,0,0,0
1574,16776927,1,0,0,0,0,0,0,0
1894,16776927,0,0,0,0,0,0,0,0
1574,16776926,1,0,0,0,0,0,0,0
1894,16776926,0,0,0,0,0,0,0,0
1574,16776925,1,0,0,0,0,0,0,0
1894,16776925,0,0,0,0,0,0,0,0
1574,16776924,1,0,0,0,0,0,0,0
1894,16776924,0,0,0,0,0,0,0,0
1574,16776923,1,0,0,0,0,0,0,0
1894,16776923,0,0,0,0,0,0,0,0
1574,16776922,1,0,0,0,0,0,0,0
1894,16776921,0,0,0,0,0,0,0,0
1574,16776920,1,0,0,0,0,0,0,0
1894,16776920,0,0,0,0,0,0,0,0
1574,16776919,1,0,0,0,0,0,0,0
1894,16776919,0,0,0,0,0,0,0,0
1574,16776918,1,0,0,0,0,0,0,0
1894,16776918,0,0,0,0,0,0,0,0
1574,16776917,1,0,0,0,0,0,0,0
1894,16776917,0,0,0,0,0,0,0,0
1574,16776916,1,0,0,0,0,0,0,0
1894,16776916,0,0,0,0,0,0,0,0
1574,16776915,1,0,0,0,0,0,0,0
1894,16776914,0,0,0,0,0,0,0,0
1574,16776913,1,0,0,0,0,0,0,0
1894,16776913,0,0,0,0,0,0,0,0
1574,16776912,1,0,0,0,0,0,0,0
1894,16776912,0,0,0,0,0,0,0,0
1574,16776911,1,0,0,0,0,0,0,0
1894,16776911,0,0,0,0,0,0,0,0
1574,16776910,1,0,0,0,0,0,0,0
1894,16776910,0,0,0,0,0,0,0,0
1574,16776909,1,0,0,0,0,0,0,0
1894,16776909,0,0,0,0,0,0,0,0
1574,16776908,1,0,0,0,0,0,0,0
1894,16776907,0,0,0,0,0,0,0,0
1574,16776906,1,0,0,0,0,0,0,0
1894,16776906,0,0,0,0,0,0,0,0
1574,16776905,1,0,0,0,0,0,0,0
1894,16776905,0,0,0,0,0,0,0,0
1574,16776904,1,0,0,0,0,0,0,0
1894,16776904,0,0,0,0,0,0,0,0
1574,16776903,1,0,0,0,0,0,0,0
1894,16776903,0,0,0,0,0,0,0,0
1574,16776902,1,0,0,0,0,0,0,0
1894,16776902,0,0,0,0,0,0,0,0
1574,16776901,1,0,0,0,0,0,0,0
1894,16776900,0,0,0,0,0,0,0,0
1574,16776900,1,0,0,0,0,0,0,0
1894,16776899,0,0,0,0,0,0,0,0
1574,16776898,1,0,0,0,0,0,0,0
1894,16776898,0,0,0,0,0,0,0,0
1574,16776897,1,0,0,0,0,0,0,0
1894,16776897,0,0,0,0,0,0,0,0
1574,16776896,1,0,0,0,0,0,0,0
1894,16776896,0,0,0,0,0,0,0,0
1574,16776895,1,0,0,0,0,0,0,0
1894,16776895,0,0,0,0,0,0,0,0
1574,16776894,1,0,0,0,0,0,0,0
1894,16776893,0,0,0,0,0,0,0,0
1574,16776893,1,0,0,0,0,0,0,0
1894,16776892,0,0,0,0,0,0,0,0
1574,16776891,1,0,0,0,0,0,0,0
1894,16776891,0,0,0,0,0,0,0,0
1574,16776890,1,0,0,0,0,0,0,0
1894,16776890,0,0,0,0,0,0,0,0
1574,16776889,1,0,0,0,0,0,0,0
1894,16776889,0,0,0,0,0,0,0,0
1574,16776888,1,0,0,0,0,0,0,0
1894,16776888,0,0,0,0,0,0,0,0
1574,16776887,1,0,0,0,0,0,0,0
1894,16776886,0,0,0,0,0,0,0,0
1574,16776886,1,0,0,0,0,0,0,0
1894,16776885,0,0,0,0,0,0,0,0
1574,16776884,1,0,0,0,0,0,0,0
1894,16776884,0,0,0,0,0,0,0,0
1574,16776883,1,0,0,0,0,0,0,0
1894,16776883,0,0,0,0,0,0,0,0
1574,16776882,1,0,0,0,0,0,0,0
1894,16776882,0,0,0,0,0,0,0,0
1574,16776881,1,0,0,0,0,0,0,0
1894,16776881,0,0,0,0,0,0,0,0
1574,16776880,1,0,0,0,0,0,0,0
1894,16776879,0,0,0,0,0,0,0,0
1574,16776879,1,0,0,0,0,0,0,0
1894,16776878,0,0,0,0,0,0,0,0
1574,16776877,1,0,0,0,0,0,0,0
1894,16776877,0,0,0,0,0,0,0,0
1574,16776876,1,0,0,0,0,0,0,0
1894,16776876,0,0,0,0,0,0,0,0
1574,16776875,1,0,0,0,0,0,0,0
1894,16776875,0,0,0,0,0,0,0,0
1574,16776874,1,0,0,0,0,0,0,0
1894,16776874,0,0,0,0,0,0,0,0
512,16776873,0,0,0,0,0,0,0,0
513,16776873,0,0,0,0,0,0,0,0
512,16776873,0,0,0,0,0,0,0,0
513,16776873,0,0,0,0,0,0,0,0
512,16776872,0,0,0,0,0,0,0,0
1574,16776872,1,0,0,0,0,0,0,0
1894,16776872,0,0,0,0,0,0,0,0
1574,16776871,1,0,0,0,0,0,0,0
1894,16776871,0,0,0,0,0,0,0,0
1574,16769166,3,0,0,0,0,0,0,0
1574,16769166,3,2,9E,0,8,8,0,0
1574,16769166,3,0,0,0,0,0,0,0
1574,16769165,3,0,0,0,0,0,0,0
1574,16769165,3,0,0,0,0,0,1,98
1574,16769165,3,0,0,0,0,0,0,0
1574,16769165,3,0,0,0,0,0,0,0
1574,16769164,3,0,0,0,0,0,0,0
1574,16769164,3,0,0,0,0,0,0,0
1574,16769164,3,0,0,0,0,0,0,0
1574,16769164,3,0,0,0,0,0,0,0
1574,16769163,3,0,0,0,0,0,0,0
1574,16769163,3,0,0,0,0,0,0,0
1574,16769163,3,0,0,0,0,0,0,0
1574,16769162,3,0,0,0,0,0,0,0
1574,16769162,3,0,0,0,0,0,0,0
1574,16769162,3,0,0,0,0,0,0,0
1574,16769162,3,0,0,0,0,0,0,0
1574,16769161,3,0,0,0,0,0,0,0
1574,16769161,3,0,0,0,0,0,0,0
1574,16769161,3,0,0,0,0,0,0,0
1574,16769161,3,0,0,0,0,0,0,0
1574,16769160,3,0,0,0,0,0,0,0
1574,16769160,3,0,0,0,0,0,0,0
1574,16769160,3,0,0,0,0,0,0,0
1574,16769159,3,0,0,0,0,0,0,0
1574,16769159,3,0,0,0,0,0,0,0
1574,16769159,3,0,0,0,0,0,0,0
1574,16769159,3,0,0,0,0,0,0,0
1574,16769158,3,0,0,0,0,0,0,0
1574,16769158,3,F,0,0,2,80,0,0
1574,16769158,3,0,1,FF,FF,0,0,0
1574,16769158,3,2,8E,0,8,8,0,0
1574,16769157,3,0,0,0,0,0,1,95
1574,16769157,3,2,8E,0,8,8,0,0
1574,16769157,3,0,0,0,0,0,0,0
1574,16769157,3,0,0,0,0,0,0,0
1574,16769156,3,0,0,0,0,0,0,0
1574,16769156,3,0,0,0,0,0,0,0
1574,16769156,3,0,0,0,0,0,0,0
1574,16769155,3,0,0,0,0,0,0,0
1574,16769155,3,0,0,0,0,0,0,0
1574,16769155,3,0,0,0,0,0,0,0
1574,16769155,3,2,8E,0,8,8,0,0
1574,16769154,3,0,0,0,0,0,1,AD
1574,16769154,3,2,8E,0,8,8,0,0
1574,16769154,3,99,40,0,0,0,0,0
1574,16769154,3,C0,F,24,0,1,A5,AF
1574,16769153,3,0,0,0,0,0,0,0
1574,16769153,3,0,0,0,0,0,0,0
1574,16769153,3,0,0,0,0,0,0,0
1574,16769152,3,42,42,42,43,44,5,44
1574,16769152,3,0,0,0,0,0,0,0
1574,16769152,3,2,8E,0,8,8,0,0
1574,16769152,3,0,8,0,0,0,1,C7
1574,16769151,3,2,8E,0,8,8,0,0
1574,16769151,3,0,8,0,0,0,1,C7
1574,16769151,3,2,8E,0,8,8,0,0
1574,16769151,3,0,8,0,0,0,1,C7
1574,16769150,3,0,0,0,0,0,0,0
1574,16769150,3,0,0,0,0,0,0,0
1574,16769150,3,0,0,0,0,0,0,0
1574,16769150,3,0,0,0,0,0,0,0
1574,16769149,3,0,0,0,0,0,0,0
1574,16769149,3,0,0,0,0,0,0,0
1574,16769149,3,0,0,0,0,0,0,0
1574,16769148,3,0,0,0,0,0,0,0
1574,16769148,3,0,0,0,0,0,0,0
1574,16769148,3,0,0,0,0,0,0,0
1574,16769148,3,0,0,0,0,0,0,0
1574,16769147,3,0,1,FF,FF,0,0,0
1126,16769147,1,0,1,FF,FF,0,0,0
1382,16769147,1B,25,0,0,2,83,0,0
1574,16769147,3,0,0,0,0,0,0,0
1574,16769146,3,0,0,0,0,0,0,0
1574,16769146,3,0,0,0,0,0,0,0
1574,16769146,3,0,0,0,0,0,0,0
1574,16769146,3,0,0,0,0,0,0,0
1574,16769145,3,0,0,0,0,0,0,0
1574,16769145,3,0,0,0,0,0,0,0
1574,16769145,3,0,0,0,0,0,0,0
1574,16769145,3,0,0,0,0,0,0,0
1574,16769144,3,0,0,0,0,0,0,0
1574,16769144,3,0,0,0,0,0,0,0
1574,16769144,3,0,0,0,0,0,0,0
1574,16769144,3,0,0,0,0,0,0,0
1574,16769143,3,0,0,0,0,0,0,0
1574,16769143,3,0,0,0,0,0,0,0
1574,16769143,3,0,0,0,0,0,0,0
1574,16769142,3,0,0,0,0,0,0,0
1574,16769142,3,0,0,0,0,0,0,0
1574,16769142,3,0,0,0,0,0,0,0
1574,16769142,3,0,0,0,0,0,0,0
1574,16769141,3,0,0,0,0,0,0,0
1574,16769141,3,0,0,0,0,0,0,0
1574,16769141,3,0,0,0,0,0,0,0
1574,16769141,3,0,0,0,0,0,0,0
1574,16769140,3,0,0,0,0,0,0,0
1574,16769140,3,0,0,0,0,0,0,0
1574,16769140,3,0,0,0,0,0,0,0
1574,16769139,3,0,0,0,0,0,0,0
1574,16769139,3,C1,F,24,0,1,A5,BA
1574,16769139,3,0,0,0,0,0,0,0
1574,16769139,3,0,0,0,0,0,0,0
1574,16769138,3,0,0,0,0,0,0,0
1574,16769138,3,0,0,0,0,0,0,0
1574,16769138,3,0,0,0,0,0,0,0
1574,16769138,3,0,0,0,0,0,0,0
1574,16769137,3,0,0,0,0,0,0,0
1574,16769137,3,0,0,0,0,0,0,0
1574,16769137,3,1A,0,0,2,82,0,0
1574,16769137,3,0,1,FF,FF,0,0,0
1574,16769136,3,0,0,0,0,0,0,0
1574,16769136,3,0,0,0,0,0,0,0
1574,16769136,3,0,0,0,0,0,0,0
1574,16769135,3,0,11,0,0,0,0,17
1574,16769135,3,0,0,0,0,0,0,0
1574,16769135,3,0,0,0,0,0,0,0
1574,16769135,3,0,0,0,0,0,0,0
1574,16769134,3,0,0,0,0,0,0,0
1574,16769134,3,0,0,0,0,0,0,0
1574,16769134,3,4D,0,0,2,1A,0,0
1574,16769134,3,0,0,0,0,0,0,0
1574,16769133,3,0,0,0,0,0,0,0
1574,16769133,3,0,0,0,0,0,0,0
1574,16769133,3,0,0,0,0,0,0,0
1574,16769132,3,0,0,0,0,0,0,0
1574,16769132,3,0,0,0,0,0,0,0
1574,16769132,3,2,8E,0,8,8,0,0
1574,16769132,3,0,0,0,0,0,1,9C
1574,16769131,3,2,8E,0,8,8,0,0
1574,16769131,3,0,0,0,0,0,1,9C
1574,16769131,3,2,8E,0,8,8,0,0
1574,16769131,3,0,0,0,0,0,1,9C
1574,16769130,3,0,0,0,0,0,0,0
1574,16769130,3,0,0,0,0,0,0,0
1574,16769130,3,0,0,0,0,0,0,0
1574,16769129,3,0,0,0,0,0,0,0
1574,16769129,3,0,0,0,0,0,0,0
1574,16769129,3,2,8E,0,8,8,0,0
1574,16769129,3,0,0,0,0,0,1,AC
1574,16769128,3,2,8E,0,8,8,0,0
1574,16769128,3,0,0,0,0,0,1,AC
1574,16769128,3,2,8E,0,8,8,0,0
1574,16769128,3,0,0,0,0,0,0,0
1574,16769127,3,0,0,0,0,0,0,0
1574,16769127,3,0,0,0,0,0,0,0
1574,16769127,3,0,0,0,0,0,0,0
1574,16769127,3,0,0,0,0,0,0,0
1574,16769126,3,2,8E,0,8,8,0,0
1574,16769126,3,0,F,0,0,0,1,D8
1574,16769126,3,2,8E,0,8,8,0,0
1574,16769125,3,0,F,0,0,0,1,D8
1574,16769125,3,2,8E,0,8,8,0,0
1574,16769125,3,0,0,0,0,0,0,0
1574,16769125,3,0,0,0,0,0,0,0
1574,16769124,3,0,0,0,0,0,0,0
1574,16769124,3,0,0,0,0,0,0,0
1574,16769124,3,0,0,0,0,0,0,0
1574,16769124,3,0,0,0,0,0,0,0
1830,16769123,5,0,0,0,0,0,0,0
1574,16769123,3,99,40,0,0,0,0,0
1574,16769123,3,C0,F,24,0,1,A5,B2
1574,16769123,3,0,0,0,0,0,0,0
1574,16769122,3,0,0,0,0,0,0,0
1574,16769122,3,0,0,0,0,0,0,0
1574,16769122,3,0,0,0,0,0,0,0
1574,16769122,3,42,42,42,43,44,5,44
1574,16769121,3,0,0,0,0,0,0,0
1574,16769121,3,2,8E,0,8,8,0,0
1574,16769121,3,0,0,0,0,0,1,99
1574,16769121,3,2,8E,0,8,8,0,0
1574,16769120,3,0,0,0,0,0,1,99
1574,16769120,3,2,8E,0,8,8,0,0
1574,16769120,3,0,0,0,0,0,1,99
1574,16769119,3,0,0,0,0,0,0,0
1574,16769119,3,0,0,0,0,0,0,0
1574,16769119,3,0,0,0,0,0,0,0
1574,16769119,3,0,0,0,0,0,0,0
1574,16769118,3,0,0,0,0,0,0,0
1574,16769118,3,0,0,0,0,0,0,0
1574,16769118,3,0,0,0,0,0,0,0
1574,16769118,3,0,0,0,0,0,0,0
1574,16769117,3,2,8E,0,8,8,0,0
1574,16769117,3,0,0,0,0,0,0,0
1574,16769117,3,2,8E,0,8,8,0,0
1574,16769117,3,0,16,0,0,0,0,22
1574,16769116,3,2,8E,0,8,8,0,0
1574,16769116,3,0,0,0,0,0,0,0
1574,16769116,3,0,0,0,0,0,0,0
1574,16769115,3,0,0,0,0,0,0,0
1574,16769115,3,0,0,0,0,0,0,0
1574,16769115,3,0,0,0,0,0,0,0
1574,16769115,3,F,0,0,2,76,0,0
1574,16769114,3,1A,0,0,2,83,0,0
1574,16769114,3,0,1,FF,FF,0,0,0
1574,16769114,3,0,0,0,0,0,0,0
1574,16769114,3,0,0,0,0,0,0,0
1574,16769113,3,0,0,0,0,0,0,0
1574,16769113,3,0,0,0,0,0,0,0
1574,16769113,3,0,0,0,0,0,0,0
1574,16769112,3,2,8E,0,8,8,0,0
1574,16769112,3,0,0,0,0,0,0,0
1574,16769112,3,2,8E,0,8,8,0,0
1574,16769112,3,0,0,0,0,0,0,0
1574,16769111,3,0,0,0,0,0,0,0
1574,16769111,3,0,0,0,0,0,0,0
1574,16769111,3,0,0,0,0,0,0,0
1574,16769111,3,0,0,0,0,0,0,0
1574,16769110,3,0,0,0,0,0,0,0
1574,16769110,3,0,0,0,0,0,0,0
1574,16769110,3,0,0,0,0,0,0,0
1574,16769110,3,0,0,0,0,0,0,0
1574,16769109,3,0,0,0,0,0,0,0
1574,16769109,3,0,0,0,0,0,0,0
1574,16769109,3,0,0,0,0,0,0,0
1574,16769108,3,0,0,0,0,0,0,0
1574,16769108,3,0,0,0,0,0,0,0
1574,16769108,3,0,0,0,0,0,0,0
1574,16769108,3,0,0,0,0,0,0,0
1574,16769107,3,0,0,0,0,0,0,0
1574,16769107,3,0,0,0,0,0,0,0
1574,16769107,3,2,8E,0,8,8,0,0
1574,16769107,3,0,0,0,0,0,1,9E
1574,16769106,3,2,8E,0,8,8,0,0
1574,16769106,3,0,0,0,0,0,1,9E
1574,16769106,3,2,8E,0,8,8,0,0
1574,16769105,3,0,0,0,0,0,1,9E
1574,16769105,3,0,0,0,0,0,0,0
1574,16769105,3,0,0,0,0,0,0,0
1574,16769105,3,0,0,0,0,0,0,0
1574,16769104,3,0,0,0,0,0,0,0
1574,16769104,3,0,0,0,0,0,0,0
1574,16769104,3,0,0,0,0,0,0,0
1574,16769104,3,1A,0,1,2,82,0,0
1574,16769103,3,2,8E,0,8,8,0,0
1574,16769103,3,0,0,0,0,0,1,A1
1574,16769103,3,2,8E,0,8,8,0,0
1574,16769102,3,0,0,0,0,0,1,A1
1574,16769102,3,2,8E,0,8,8,0,0
1574,16769102,3,0,1,FF,FF,0,0,0
1574,16769102,3,0,0,0,0,0,0,0
1574,16769101,3,0,0,0,0,0,0,0
1574,16769101,3,0,0,0,0,0,0,0
1574,16769101,3,0,0,0,0,0,0,0
1574,16769101,3,0,0,0,0,0,0,0
1574,16769100,3,2,8E,0,8,8,0,0
1574,16769100,3,0,9,0,0,0,1,CA
1574,16769100,3,2,8E,0,8,8,0,0
1574,16769100,3,0,9,0,0,0,1,CA
1574,16769099,3,2,8E,0,8,8,0,0
1574,16769099,3,0,9,0,0,0,1,CA
1574,16769099,3,0,0,0,0,0,0,0
1574,16769098,3,0,0,0,0,0,0,0
